,blkio_stats__io_merged_recursive,blkio_stats__io_queue_recursive,blkio_stats__io_service_bytes_recursive,blkio_stats__io_service_time_recursive,blkio_stats__io_serviced_recursive,blkio_stats__io_time_recursive,blkio_stats__io_wait_time_recursive,blkio_stats__sectors_recursive,cname,cpu_stats__cpu_usage__percpu_usage,cpu_stats__cpu_usage__total_usage,cpu_stats__cpu_usage__usage_in_kernelmode,cpu_stats__cpu_usage__usage_in_usermode,cpu_stats__online_cpus,cpu_stats__system_cpu_usage,cpu_stats__throttling_data__periods,cpu_stats__throttling_data__throttled_periods,cpu_stats__throttling_data__throttled_time,id,memory_stats__limit,memory_stats__max_usage,memory_stats__stats__active_anon,memory_stats__stats__active_file,memory_stats__stats__cache,memory_stats__stats__dirty,memory_stats__stats__hierarchical_memory_limit,memory_stats__stats__hierarchical_memsw_limit,memory_stats__stats__inactive_anon,memory_stats__stats__inactive_file,memory_stats__stats__mapped_file,memory_stats__stats__pgfault,memory_stats__stats__pgmajfault,memory_stats__stats__pgpgin,memory_stats__stats__pgpgout,memory_stats__stats__rss,memory_stats__stats__rss_huge,memory_stats__stats__total_active_anon,memory_stats__stats__total_active_file,memory_stats__stats__total_cache,memory_stats__stats__total_dirty,memory_stats__stats__total_inactive_anon,memory_stats__stats__total_inactive_file,memory_stats__stats__total_mapped_file,memory_stats__stats__total_pgfault,memory_stats__stats__total_pgmajfault,memory_stats__stats__total_pgpgin,memory_stats__stats__total_pgpgout,memory_stats__stats__total_rss,memory_stats__stats__total_rss_huge,memory_stats__stats__total_unevictable,memory_stats__stats__total_writeback,memory_stats__stats__unevictable,memory_stats__stats__writeback,memory_stats__usage,name,networks__eth0__rx_bytes,networks__eth0__rx_dropped,networks__eth0__rx_errors,networks__eth0__rx_packets,networks__eth0__tx_bytes,networks__eth0__tx_dropped,networks__eth0__tx_errors,networks__eth0__tx_packets,num_procs,pids_stats__current,precpu_stats__cpu_usage__percpu_usage,precpu_stats__cpu_usage__total_usage,precpu_stats__cpu_usage__usage_in_kernelmode,precpu_stats__cpu_usage__usage_in_usermode,precpu_stats__online_cpus,precpu_stats__system_cpu_usage,precpu_stats__throttling_data__periods,precpu_stats__throttling_data__throttled_periods,precpu_stats__throttling_data__throttled_time,preread,read,timestamp
91,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[6959847621, 3309673996, 3150381, 0, 0, 0, 0, 0, 16318, 0, 0, 1594807, 0, 39915, 1558841606, 2131732]",11835296376,380000000,11440000000,16,30412249590000000,13,7,6724363643,25f3e23a285579c45af862d5fc369965637a6862598f651e6d56e11389db65d6,4294967296,418246656,414453760,0,32768,32768,4294967296,0,0,12288,0,155089,0,148950,47744,414507008,0,414453760,0,32768,32768,0,12288,0,155089,0,148950,47744,414507008,0,0,0,0,0,418246656,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[6553405706, 2901125798, 2285205, 0, 0, 0, 0, 0, 16318, 0, 0, 1594807, 0, 39915, 1375595255, 2131732]",10836194736,370000000,10450000000,16,30412233560000000,12,6,5725110712,2019-02-19T15:30:49.504774976Z,2019-02-19T15:30:50.506474238Z,7.798306703567505
92,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[10205644793, 6514892891, 5926562, 0, 0, 0, 0, 0, 16318, 0, 0, 1594807, 0, 39915, 3123556765, 2131732]",19853803783,500000000,19300000000,16,30412377610000000,22,16,15724348650,25f3e23a285579c45af862d5fc369965637a6862598f651e6d56e11389db65d6,4294967296,418246656,414474240,0,65536,0,4294967296,0,0,49152,0,155089,0,148958,47744,414507008,0,414474240,0,65536,0,0,49152,0,155089,0,148958,47744,414507008,0,0,0,0,0,418246656,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[9797400659, 6111621333, 5610770, 0, 0, 0, 0, 0, 16318, 0, 0, 1594807, 0, 39915, 2933707715, 2131732]",18852123249,480000000,18320000000,16,30412361610000000,21,15,14723950829,2019-02-19T15:30:57.515801509Z,2019-02-19T15:30:58.517607519Z,15.809078216552734
93,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[11926563392, 8125955760, 6255773, 0, 0, 0, 0, 0, 31547, 0, 0, 1594807, 0, 39915, 3891836630, 2131732]",23954409556,560000000,23320000000,16,30412505710000000,30,20,19723317747,25f3e23a285579c45af862d5fc369965637a6862598f651e6d56e11389db65d6,4294967296,418377728,414474240,0,98304,36864,4294967296,0,0,49152,0,155089,0,148966,47744,414507008,0,414474240,0,98304,36864,0,49152,0,155089,0,148966,47744,414507008,0,0,0,0,0,418377728,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,24,"[11917071575, 8119238054, 6255773, 0, 0, 0, 0, 0, 31547, 0, 0, 1594807, 0, 39915, 3891836630, 2131732]",23938200033,560000000,23300000000,16,30412489700000000,29,20,19723317747,2019-02-19T15:31:05.527542969Z,2019-02-19T15:31:06.529571322Z,23.820181608200073
94,"[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 28672, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 28672, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 28672, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 28672, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 28672, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 28672, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 1571569, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 1571569, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 1571569, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 17, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 6, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 17, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 17, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 6, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 17, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 5745993, 'op': ''}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 28451589, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 28451589, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 28451589, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 56, 'op': ''}]",mn.vnf0.vdu01,"[12161834246, 8486815481, 6255773, 0, 0, 0, 760765, 0, 31547, 0, 6180, 1594807, 0, 39915, 3891836630, 2131732]",24551307076,710000000,23700000000,16,30412633700000000,38,20,19723317747,25f3e23a285579c45af862d5fc369965637a6862598f651e6d56e11389db65d6,4294967296,421175296,954368,135168,303104,151552,4294967296,0,0,167936,0,188715,0,173679,173372,954368,0,954368,135168,303104,151552,0,167936,0,188715,0,173679,173372,954368,0,0,0,0,0,4055040,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,2,"[12161834246, 8486815481, 6255773, 0, 0, 0, 760765, 0, 31547, 0, 6180, 1594807, 0, 39915, 3891836630, 2131732]",24551307076,710000000,23700000000,16,30412617680000000,37,20,19723317747,2019-02-19T15:31:13.540905159Z,2019-02-19T15:31:14.54339337Z,31.833592891693115
95,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[3476431948, 55475341, 4459, 415215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 806417, 0]",3533133380,140000000,3380000000,16,30412904960000000,5,0,0,3f10d880bc03a89a2309393ed8ac1dc6815788d0f9c69841baf7580abb9254e4,4294967296,321789952,318656512,0,12288,12288,4294967296,0,0,12288,0,109132,0,104347,26537,318697472,0,318656512,0,12288,12288,0,12288,0,109132,0,104347,26537,318697472,0,0,0,0,0,321740800,mn.vnf0.vdu01,606,0,0,7,0,0,0,0,0,3,"[2476453885, 55475341, 4459, 415215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 806417, 0]",2533155317,80000000,2430000000,16,30412888910000000,4,0,0,2019-02-19T15:31:30.55589701Z,2019-02-19T15:31:31.557600289Z,0.0
96,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[6877805124, 2982223954, 5082563, 415215, 0, 0, 0, 0, 17835, 28158, 0, 0, 0, 0, 1740646579, 0]",11606219428,460000000,11050000000,16,30413033040000000,13,8,7226244007,3f10d880bc03a89a2309393ed8ac1dc6815788d0f9c69841baf7580abb9254e4,4294967296,505982976,502042624,0,32768,0,4294967296,0,0,32768,0,176288,0,170150,47568,502063104,0,502042624,0,32768,0,0,32768,0,176288,0,170150,47568,502063104,0,0,0,0,0,505982976,mn.vnf0.vdu01,676,0,0,8,0,0,0,0,0,24,"[6460821811, 2636924635, 4137072, 415215, 0, 0, 0, 0, 17835, 28158, 0, 0, 0, 0, 1500558323, 0]",10602903049,440000000,10070000000,16,30413017030000000,12,7,6225965251,2019-02-19T15:31:38.567136255Z,2019-02-19T15:31:39.56898032Z,7.539478063583374
97,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[9641236779, 5581447071, 6911320, 415215, 0, 0, 0, 0, 45545, 28158, 0, 0, 0, 0, 4399171452, 0]",19629215270,790000000,18710000000,16,30413161100000000,21,16,15223652898,3f10d880bc03a89a2309393ed8ac1dc6815788d0f9c69841baf7580abb9254e4,4294967296,518696960,514797568,0,65536,36864,4294967296,0,0,65536,0,179404,0,173274,47568,514826240,0,514797568,0,65536,36864,0,65536,0,179404,0,173274,47568,514826240,0,0,0,0,0,518696960,mn.vnf0.vdu01,746,0,0,9,0,0,0,0,0,24,"[9353898694, 5224400503, 6358512, 415215, 0, 0, 0, 0, 45545, 28158, 0, 0, 0, 0, 4040252856, 0]",18625332038,740000000,17760000000,16,30413145070000000,20,15,14225171261,2019-02-19T15:31:46.57812526Z,2019-02-19T15:31:47.579830358Z,15.551082611083984
98,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[12072032026, 8115817078, 9794718, 415215, 0, 0, 0, 0, 45545, 87408, 0, 0, 0, 0, 7452510518, 0]",27650702508,1180000000,26320000000,16,30413289200000000,29,24,23206373814,3f10d880bc03a89a2309393ed8ac1dc6815788d0f9c69841baf7580abb9254e4,4294967296,522366976,518356992,0,98304,69632,4294967296,0,0,98304,0,180268,0,174146,47568,518365184,0,518356992,0,98304,69632,0,98304,0,180268,0,174146,47568,518365184,0,0,0,0,0,522334208,mn.vnf0.vdu01,746,0,0,9,0,0,0,0,0,24,"[11773421667, 7792950554, 9385120, 415215, 0, 0, 0, 0, 45545, 87408, 0, 0, 0, 0, 7073144213, 0]",26649400328,1100000000,25400000000,16,30413273180000000,28,23,22204865650,2019-02-19T15:31:54.589583134Z,2019-02-19T15:31:55.59118574Z,23.562883615493774
99,"[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 40960, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 40960, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 40960, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 40960, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 40960, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 40960, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 1704040, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 1704040, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 1704040, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 20, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 9, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 20, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 20, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 9, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 20, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 5140538, 'op': ''}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 42298405, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 42298405, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 42298405, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 80, 'op': ''}]",mn.vnf0.vdu01,"[13879013567, 9877219290, 11978126, 664919, 53376, 0, 0, 40481, 45545, 106095, 0, 25064, 0, 0, 8981258639, 0]",32750405102,1460000000,31120000000,16,30413417450000000,37,29,27503975420,3f10d880bc03a89a2309393ed8ac1dc6815788d0f9c69841baf7580abb9254e4,4294967296,525840384,954368,118784,270336,135168,4294967296,0,0,151552,0,214115,0,199046,198747,954368,0,954368,118784,270336,135168,0,151552,0,214115,0,199046,198747,954368,0,0,0,0,0,3981312,mn.vnf0.vdu01,816,0,0,10,0,0,0,0,0,2,"[13879013567, 9877219290, 11978126, 664919, 53376, 0, 0, 40481, 45545, 106095, 0, 25064, 0, 0, 8981258639, 0]",32750405102,1460000000,31120000000,16,30413401430000000,36,29,27503975420,2019-02-19T15:32:02.600046285Z,2019-02-19T15:32:03.601828282Z,31.573296785354614
100,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[45015424, 87565380, 34522036, 3670646070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1218017, 0, 137154]",3839104081,260000000,3560000000,16,30413705150000000,6,0,0,87a4ca638a713fc5aa0aa5ff889887a6e0c2eb78a0f8debad12ec1636b06f6bc,2147483648,381460480,377200640,0,12288,12288,2147483648,0,0,12288,0,145942,0,139811,47694,377290752,0,377200640,0,12288,12288,0,12288,0,145945,0,139814,47694,377307136,0,0,0,0,0,381460480,mn.vnf0.vdu01,516,0,0,6,0,0,0,0,0,12,"[32751720, 67214823, 26865334, 2809752476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1218017, 0, 137154]",2937939524,120000000,2800000000,16,30413689080000000,5,0,0,2019-02-19T15:32:20.613677541Z,2019-02-19T15:32:21.615450525Z,0.0
101,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[1626494426, 1694339979, 1741552861, 5350280004, 3312399, 0, 0, 0, 0, 0, 42987, 88107, 0, 1218017, 1792329819, 137154]",12209578640,600000000,11400000000,16,30413833070000000,14,8,21513124565,87a4ca638a713fc5aa0aa5ff889887a6e0c2eb78a0f8debad12ec1636b06f6bc,2147483648,418553856,414007296,0,32768,32768,2147483648,0,0,12288,0,154935,0,148792,47694,414064640,0,414007296,0,32768,32768,0,12288,0,154935,0,148792,47694,414064640,0,0,0,0,0,418537472,mn.vnf0.vdu01,586,0,0,7,0,0,0,0,0,24,"[1435938430, 1523423115, 1555842962, 5171992735, 3111650, 0, 0, 0, 0, 0, 26700, 61106, 0, 1218017, 1509040897, 137154]",11200768718,550000000,10460000000,16,30413817090000000,13,7,18674747503,2019-02-19T15:32:28.623379454Z,2019-02-19T15:32:29.624772554Z,7.937140703201294
102,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[3086005720, 3146783526, 3166524748, 6795228008, 6462401, 0, 0, 0, 7784, 0, 102274, 241503, 0, 1218017, 4027678458, 137154]",20230346140,850000000,19010000000,16,30413960970000000,22,16,44312258435,87a4ca638a713fc5aa0aa5ff889887a6e0c2eb78a0f8debad12ec1636b06f6bc,2147483648,418553856,414023680,0,65536,0,2147483648,0,0,53248,0,154935,0,148800,47694,414064640,0,414023680,0,65536,0,0,53248,0,154935,0,148800,47694,414064640,0,0,0,0,0,418537472,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[2903636517, 2958405843, 2996980783, 6605739107, 6150973, 0, 0, 0, 7784, 0, 102274, 178948, 0, 1218017, 3763349630, 137154]",19235889694,830000000,18070000000,16,30413944990000000,21,15,41455884989,2019-02-19T15:32:36.631512169Z,2019-02-19T15:32:37.633322711Z,15.945232391357422
103,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[3759377637, 3794221637, 3821303611, 7430481234, 7612403, 0, 0, 0, 7784, 30299, 119009, 303855, 0, 1218017, 5055464856, 137154]",23870277496,980000000,22500000000,16,30414089090000000,30,20,55720504979,87a4ca638a713fc5aa0aa5ff889887a6e0c2eb78a0f8debad12ec1636b06f6bc,2147483648,418553856,414027776,0,81920,20480,2147483648,0,0,53248,0,154935,0,148804,47694,414064640,0,414027776,0,81920,20480,0,53248,0,154935,0,148804,47694,414064640,0,0,0,0,0,418463744,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[3753967689, 3793073397, 3818523681, 7429462020, 7612403, 0, 0, 0, 7784, 30299, 119009, 303855, 0, 1218017, 5055464856, 137154]",23859920164,970000000,22500000000,16,30414073070000000,29,20,55720504979,2019-02-19T15:32:44.642614124Z,2019-02-19T15:32:45.644760387Z,23.954861164093018
104,"[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 32768, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 32768, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 32768, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 32768, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 32768, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 32768, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 1604597, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 1604597, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 1604597, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 18, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 7, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 18, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 18, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 7, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 18, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 5679804, 'op': ''}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 34358268, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 34358268, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 34358268, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 64, 'op': ''}]",mn.vnf0.vdu01,"[4023168784, 3834554729, 3970383416, 7499526395, 7612403, 0, 0, 30751, 7784, 30299, 119009, 303855, 0, 1218017, 5055464856, 137154]",24392557452,1130000000,22820000000,16,30414217130000000,38,20,55720504979,87a4ca638a713fc5aa0aa5ff889887a6e0c2eb78a0f8debad12ec1636b06f6bc,2147483648,421793792,954368,102400,237568,118784,2147483648,0,0,135168,0,188560,0,173486,173195,954368,0,954368,102400,237568,118784,0,135168,0,188560,0,173486,173195,954368,0,0,0,0,0,4911104,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,2,"[4023168784, 3834554729, 3970383416, 7499526395, 7612403, 0, 0, 30751, 7784, 30299, 119009, 303855, 0, 1218017, 5055464856, 137154]",24392557452,1130000000,22820000000,16,30414201110000000,37,20,55720504979,2019-02-19T15:32:52.656470026Z,2019-02-19T15:32:53.658762127Z,31.967442274093628
105,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[3263882596, 71603578, 16100133, 18052935, 0, 0, 0, 0, 0, 4638, 0, 1159999, 241818, 0, 145779, 688862]",3371880338,130000000,3230000000,16,30414488420000000,5,0,0,e1ad59ad6b6b3ac678a01a1ffd9467909997ea6d1b20132e69c9acc0d62539dc,2147483648,253456384,249778176,0,12288,12288,2147483648,0,0,12288,0,70635,0,66373,5387,249786368,0,249778176,0,12288,12288,0,12288,0,70635,0,66373,5387,249786368,0,0,0,0,0,253456384,mn.vnf0.vdu01,516,0,0,6,0,0,0,0,0,3,"[2259876953, 71603578, 16100133, 18052935, 0, 0, 0, 0, 0, 4638, 0, 1159999, 241818, 0, 145779, 688862]",2367874695,110000000,2250000000,16,30414472360000000,4,0,0,2019-02-19T15:33:09.670567422Z,2019-02-19T15:33:10.672804553Z,0.0
106,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[5425013679, 1667602648, 1752460544, 1648062492, 2809777, 0, 0, 0, 44982, 23353, 18873, 1207118, 241818, 0, 1347487918, 688862]",11845634568,650000000,10980000000,16,30414616290000000,13,8,18779473504,e1ad59ad6b6b3ac678a01a1ffd9467909997ea6d1b20132e69c9acc0d62539dc,2147483648,507019264,501968896,0,32768,0,2147483648,0,0,32768,0,176574,0,170305,47711,502112256,0,501968896,0,32768,0,0,32768,0,176574,0,170305,47711,502112256,0,0,0,0,0,507019264,mn.vnf0.vdu01,586,0,0,7,0,0,0,0,0,24,"[5235863440, 1458112271, 1572795409, 1474265534, 2288141, 0, 0, 0, 44982, 23353, 0, 1207118, 241818, 0, 1070333927, 688862]",10815760062,600000000,10040000000,16,30414600320000000,12,7,15962875811,2019-02-19T15:33:17.68060857Z,2019-02-19T15:33:18.681813875Z,7.348676443099976
107,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[6965754962, 3249323682, 3354685395, 3184834515, 5630067, 0, 0, 0, 44982, 63159, 18873, 1283439, 241818, 0, 3103047025, 688862]",19865552247,1400000000,18000000000,16,30414744180000000,21,16,41335367369,e1ad59ad6b6b3ac678a01a1ffd9467909997ea6d1b20132e69c9acc0d62539dc,2147483648,518029312,513060864,0,65536,36864,2147483648,0,0,65536,0,179292,0,173020,47711,513200128,0,513060864,0,65536,36864,0,65536,0,179292,0,173020,47711,513200128,0,0,0,0,0,518029312,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[6783164095, 3042855812, 3126658603, 2987098990, 5439312, 0, 0, 0, 44982, 49383, 18873, 1254414, 241818, 0, 2875964975, 688862]",18823367604,1320000000,17060000000,16,30414728120000000,20,15,38569954478,2019-02-19T15:33:25.69030564Z,2019-02-19T15:33:26.691892701Z,15.358731269836426
108,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[8508461738, 4775151198, 4975251534, 4736327729, 9212908, 0, 0, 0, 44982, 63159, 18873, 1333747, 241818, 0, 4845785879, 688862]",27852361454,2130000000,24870000000,16,30414871940000000,29,24,63796007445,e1ad59ad6b6b3ac678a01a1ffd9467909997ea6d1b20132e69c9acc0d62539dc,2147483648,521392128,516198400,0,81920,53248,2147483648,0,0,81920,0,180048,0,173777,47711,516284416,0,516198400,0,81920,53248,0,81920,0,180048,0,173777,47711,516284416,0,0,0,0,0,521392128,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[8313566180, 4570910420, 4773890509, 4537223612, 8869383, 0, 0, 0, 44982, 63159, 18873, 1333747, 241818, 0, 4637232111, 688862]",26843977960,1990000000,24060000000,16,30414855990000000,28,23,61031372314,2019-02-19T15:33:33.69973613Z,2019-02-19T15:33:34.701418497Z,23.367570877075195
